interface_id,level_1_module,level_2_module,level_3_module,interface_name,document_title,document_path,http_method,api_path,purpose,token_bucket_capacity,directory_chain,system_modules,remarks,is_read,is_write,has_side_effect,priority,phase_one,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,filter_action,filter_reason
LX-9319A5A1B49B,FBA,FBA货件（STA）,,地址簿-发货地址修改,地址簿-发货地址修改,/docs/FBA/UpdateShipFromAddress.md,POST,/erp/sc/routing/fba/shipment/updateShipFromAddress,地址簿-发货地址修改,1,FBA / FBA货件（STA） / 地址簿-发货地址修改,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-97436D0F6DE3,FBA,FBA货件（STA）,,地址簿-发货地址列表,地址簿-发货地址列表,/docs/FBA/ShipFromAddressList.md,POST,/erp/sc/routing/fba/shipment/shipFromAddressList,地址簿-发货地址列表,1,FBA / FBA货件（STA） / 地址簿-发货地址列表,"Amazon, 仓库",,否,是,是,P2,否,offset/length,,否,否,,,按店铺循环 + 分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-F4ECA85B0BF7,FBA,FBA货件（STA）,,地址簿-发货地址创建,地址簿-发货地址创建,/docs/FBA/CreateShipFromAddress.md,POST,/erp/sc/routing/fba/shipment/createShipFromAddress,地址簿-发货地址创建,1,FBA / FBA货件（STA） / 地址簿-发货地址创建,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-A25AE6134CEB,FBA,FBA货件（STA）,,地址簿-配送地址详情,地址簿-配送地址详情,/docs/FBA/ShoppingAddress.md,POST,/basicOpen/openapi/fbaShipment/shoppingAddress,地址簿-配送地址详情,1,FBA / FBA货件（STA） / 地址簿-配送地址详情,"Amazon, 仓库",,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-E136355F65BA,FBA,FBA货件（STA）,,打印AWD入库货件箱子标签,打印AWD入库货件箱子标签,/docs/Warehouse/awdInboundShipmentUploadPacking.md,POST,/amzStaServer/openapi/awd/inbound-shipment/uploadPacking,打印AWD入库货件箱子标签,1,FBA / FBA货件（STA） / 打印AWD入库货件箱子标签,"Amazon, 仓库",,否,否,否,P3,否,其他,,否,否,,,按店铺循环 + 分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-33F95EE20568,FBA,FBA货件（STA）,,提交装箱信息,提交装箱信息,/docs/FBA/SubPackingInformation.md,POST,/amzStaServer/openapi/inbound-packing/setPackingInformation,"如需获取提交装箱信息结果，请再额外调用[查询异步任务状态](docs/FBA/Operate)接口,获取提交结果",1,FBA / FBA货件（STA） / 提交装箱信息,"Amazon, 售后, 仓库",,否,是,是,P2,否,其他,,否,否,,,按店铺循环 + 分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-5B7707DD0B84,FBA,FBA货件（STA）,,提交货件配送服务,提交货件配送服务,/docs/FBA/SubShipmentDistributionService.md,POST,/amzStaServer/openapi/inbound-shipment/setDeliveryService,提交货件配送服务,1,FBA / FBA货件（STA） / 提交货件配送服务,"Amazon, 仓库",,否,是,是,P2,否,其他,,否,是,"shipmentDistributionInfo[].deliveryWindowOptionId, shipmentDistributionInfo[].endDate, shipmentDistributionInfo[].shipingTime, shipmentDistributionInfo[].startDate",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-FDB28F61C904,FBA,FBA货件（STA）,,提交送达时间,提交送达时间,/docs/FBA/SubDeliveryTime.md,POST,/amzStaServer/openapi/inbound-shipment/commitStaDeliverTime,提交送达时间,1,FBA / FBA货件（STA） / 提交送达时间,"Amazon, 仓库",,否,是,是,P2,否,无,,否,是,"deliveryWindowOptionId, endDate, startDate",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-4B7E0262DFD8,FBA,FBA货件（STA）,,更新AWD入库任务,更新AWD入库任务,/docs/Warehouse/awdInboundPlanUpdateInboundPlan.md,POST,/amzStaServer/openapi/awd/inbound-plan/updateInboundPlan,更新AWD入库任务,1,FBA / FBA货件（STA） / 更新AWD入库任务,"Amazon, 仓库",,否,否,否,P3,否,其他,,否,是,awdDeliveredGoodsBOS[].lengthUnit,,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-8A0CC84D50E1,FBA,FBA货件（STA）,,更新AWD货件跟踪编号,更新AWD货件跟踪编号,/docs/Warehouse/awdInboundShipmentUpdateShipmentInfo.md,POST,/amzStaServer/openapi/awd/inbound-shipment/updateShipmentInfo,更新AWD货件跟踪编号,1,FBA / FBA货件（STA） / 更新AWD货件跟踪编号,"Amazon, 仓库",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-9CD190638C17,FBA,FBA货件（STA）,,查询AWD入库任务列表,查询AWD入库任务列表,/docs/Warehouse/awdInboundPlanPage.md,POST,/amzStaServer/openapi/awd/inbound-plan/page,查询AWD入库任务列表,1,FBA / FBA货件（STA） / 查询AWD入库任务列表,"Amazon, 仓库",,是,否,否,P0,是,其他,,是,是,"dateType, endDateTime, startDateTime",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-C2390BB79F75,FBA,FBA货件（STA）,,查询AWD入库任务详情,查询AWD入库任务详情,/docs/Warehouse/awdInboundPlanDetail.md,POST,/amzStaServer/openapi/awd/inbound-plan/detail,查询AWD入库任务详情,1,FBA / FBA货件（STA） / 查询AWD入库任务详情,"Amazon, 仓库",,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-36B9E5516331,FBA,FBA货件（STA）,,查询AWD入库货件列表,查询AWD入库货件列表,/docs/Warehouse/awdInboundShipmentPage.md,POST,/amzStaServer/openapi/awd/inbound-shipment/page,查询AWD入库货件列表,1,FBA / FBA货件（STA） / 查询AWD入库货件列表,"Amazon, 仓库",,是,否,否,P0,是,其他,,是,是,"dateType, endDateTime, startDateTime, statusList",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-21427E079EB6,FBA,FBA货件（STA）,,查询AWD入库货件详情,查询AWD入库货件详情,/docs/Warehouse/awdInboundShipmentDetail.md,POST,/amzStaServer/openapi/awd/inbound-shipment/detail,查询AWD入库货件详情,1,FBA / FBA货件（STA） / 查询AWD入库货件详情,"Amazon, 仓库",,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-C41B32188946,FBA,FBA货件（STA）,,查询FBA到货接收明细,查询FBA到货接收明细,/docs/FBA/FBAReceivedInventory.md,POST,/erp/sc/data/fba_report/receivedInventory,查询库存分类账里货件在FBA仓库的签收数据。,1,FBA / FBA货件（STA） / 查询FBA到货接收明细,"Amazon, 仓库, 产品",,是,否,否,P0,是,offset/length,,是,是,"event_date, fba_shipment_id",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-8A3BEF320B33,FBA,FBA货件（STA）,,查询FBA商品信息列表,查询FBA商品信息列表,/docs/FBA/GetFbaProductList.md,POST,/erp/sc/routing/fba/shipment/getFbaProductList,创建货件计划需要的商品信息,1,FBA / FBA货件（STA） / 查询FBA商品信息列表（旧）,"Amazon, 仓库, 产品",,是,否,否,P0,是,offset/length,,是,否,,,按店铺循环 + 分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-CEDC59ED8563,FBA,FBA货件（STA）,,查询FBA货件商品FNSKU标签,查询FBA货件商品FNSKU标签,/docs/FBA/printFnskuLabels.md,POST,/erp/sc/storage/shipment/printFnskuLabels,查询FBA货件商品FNSKU标签,1,FBA / FBA货件（STA） / 查询FBA货件商品FNSKU标签,"Amazon, 仓库, 产品",,是,否,否,P0,是,其他,,是,否,,,按店铺循环 + 分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-0D1D1ECB7280,FBA,FBA货件（STA）,,查询FBA货件箱子、卡板标签,查询FBA货件箱子、卡板标签,/docs/FBA/printFbaLabels.md,POST,/erp/sc/storage/shipment/printFbaLabels,查询FBA货件箱子、卡板标签,1,FBA / FBA货件（STA） / 查询FBA货件箱子、卡板标签,"Amazon, 仓库",,是,否,否,P1,否,其他,,是,否,,,全量后分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-156A1CB27E37,FBA,FBA货件（STA）,,查询STA任务列表,查询STA任务列表,/docs/FBA/QuerySTATaskList.md,POST,/amzStaServer/openapi/inbound-plan/page,查询STA任务列表,1,FBA / FBA货件（STA） / 查询STA任务列表,"Amazon, 仓库",,是,否,否,P1,否,其他,200,是,是,"dateBegin, dateEnd, dateType",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-37CEB6603EA8,FBA,FBA货件（STA）,,查询STA任务包装组装箱信息,查询STA任务包装组装箱信息,/docs/FBA/QuerySTATaskBoxInformation.md,POST,/amzStaServer/openapi/inbound-plan/listInboundPlanGroupPacking,查询STA任务包装组装箱信息,1,FBA / FBA货件（STA） / 查询STA任务包装组装箱信息,"Amazon, 售后, 仓库",,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-0729C772C5E1,FBA,FBA货件（STA）,,查询STA任务详情,查询STA任务详情,/docs/FBA/StaTaskDetail.md,POST,/amzStaServer/openapi/inbound-plan/detail,查询STA任务详情,1,FBA / FBA货件（STA） / 查询STA任务详情,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-184082D0A5CE,FBA,FBA货件（STA）,,查询包装组,查询包装组,/docs/FBA/ListPackingGroupItems.md,POST,/amzStaServer/openapi/inbound-packing/listPackingGroupItems,查询包装组,1,FBA / FBA货件（STA） / 查询包装组,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-4B23C6732DA7,FBA,FBA货件（STA）,,查询可选送达时间,查询可选送达时间,/docs/FBA/GetDeliveryDateList.md,POST,/amzStaServer/openapi/inbound-shipment/getDeliveryDateList,查询可选送达时间,1,FBA / FBA货件（STA） / 查询可选送达时间,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-FC05687554B2,FBA,FBA货件（STA）,,查询异步任务状态,查询异步任务状态,/docs/FBA/Operate.md,POST,/amzStaServer/openapi/task-plan/operate,查询异步任务状态,1,FBA / FBA货件（STA） / 查询异步任务状态,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-07046A9822CD,FBA,FBA货件（STA）,,查询承运方式,查询承运方式,/docs/FBA/GetTransportList.md,POST,/amzStaServer/openapi/inbound-shipment/getTransportList,查询承运方式,1,FBA / FBA货件（STA） / 查询承运方式,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-2A6240555EDE,FBA,FBA货件（STA）,,查询货件列表,查询货件列表,/docs/FBA/FBAShipmentList.md,POST,/erp/sc/data/fba_report/shipmentList,支持查询FBA货件，对应系统【FBA】>【FBA货件】数据,1,FBA / FBA货件（STA） / 查询货件列表,"Amazon, 仓库",,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date, extra_date_field, start_extra_date, end_extra_date",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-F5A7C6E4E488,FBA,FBA货件（STA）,,查询货件方案,查询货件方案,/docs/FBA/ShipmentPreView.md,POST,/amzStaServer/openapi/inbound-shipment/shipmentPreView,查询货件方案,1,FBA / FBA货件（STA） / 查询货件方案,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-DCE1920441EE,FBA,FBA货件（STA）,,查询货件方案的装箱信息,查询货件方案的装箱信息,/docs/FBA/getInboundPackingBoxInfo.md,POST,/amzStaServer/openapi/inbound-packing/getInboundPackingBoxInfo,查询货件方案的装箱信息,1,FBA / FBA货件（STA） / 查询货件方案的装箱信息,"Amazon, 仓库",,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-066D1637AD45,FBA,FBA货件（STA）,,查询货件装箱信息,查询货件装箱信息,/docs/FBA/ListShipmentBoxes.md,POST,/amzStaServer/openapi/inbound-shipment/listShipmentBoxes,查询货件装箱信息,1,FBA / FBA货件（STA） / 查询货件装箱信息,"Amazon, 仓库",,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-9761AD3B5D67,FBA,FBA货件（STA）,,查询货件装箱信息,查询货件装箱信息,/docs/FBA/BoxInfo.md,POST,/erp/sc/routing/fba/shipment/boxInfo,查询货件装箱信息,1,FBA / FBA货件（STA） / 查询货件装箱信息（旧）,"Amazon, 仓库",,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-89CF383FDABC,FBA,FBA货件（STA）,,查询货件详情,查询货件详情,/docs/FBA/ShipmentDetailList.md,POST,/amzStaServer/openapi/inbound-shipment/shipmentDetailList,查询货件详情,1,FBA / FBA货件（STA） / 查询货件详情,"Amazon, 仓库",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-4D2673DB3C7D,FBA,FBA货件（STA）,,生成可选送达时间,生成可选送达时间,/docs/FBA/GenerateDeliveryDateList.md,POST,/amzStaServer/openapi/inbound-shipment/generateDeliveryDateList,生成可选送达时间,1,FBA / FBA货件（STA） / 生成可选送达时间,"Amazon, 仓库",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-2E466DAF8EFF,FBA,FBA货件（STA）,,生成承运方式,生成承运方式,/docs/FBA/GenerateTransportList.md,POST,/amzStaServer/openapi/inbound-shipment/generateTransportList,生成承运方式,1,FBA / FBA货件（STA） / 生成承运方式,"Amazon, 仓库",,否,否,否,P3,否,其他,,否,是,"shipmentIdList, shipmentIdList[].shipingTime",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-1F00F24DFD68,FBA,FBA货件（STA）,,生成货件方案,生成货件方案,/docs/FBA/GenerateShipmentPlan.md,POST,/amzStaServer/openapi/inbound-shipment/generatePlacementOptions,生成货件方案,1,FBA / FBA货件（STA） / 生成货件方案,"Amazon, 仓库",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-BF8FCC06026C,FBA,FBA货件（STA）,,确认AWD入库任务,确认AWD入库任务,/docs/Warehouse/awdInboundPlanConfirmInboundPlan.md,POST,/amzStaServer/openapi/awd/inbound-plan/confirmInboundPlan,确认AWD入库任务,1,FBA / FBA货件（STA） / 确认AWD入库任务,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-E2A62AA24630,FBA,FBA货件（STA）,,确认货件方案,确认货件方案,/docs/FBA/ConfirmShipmentPlan.md,POST,/amzStaServer/openapi/inbound-shipment/confirmPlacementOption,确认货件方案,1,FBA / FBA货件（STA） / 确认货件方案,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-A49B65E222D2,FBA,FBA货件（STA）,,获取商品预处理信息,获取商品预处理信息,/docs/FBA/GetPrepareDetails.md,POST,/amzStaServer/openapi/inbound-packing/getPrepDetails,获取商品预处理信息,1,FBA / FBA货件（STA） / 获取商品预处理信息,"Amazon, 仓库",,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-0D638DE6BBFF,FBA,发货单,,FBA-作废发货单,FBA-作废发货单,/docs/FBA/InvalidShipmentSn.md,POST,/basicOpen/openapi/fbaShipment/shipmentSn/invalid,FBA-作废发货单,1,FBA / 发货单 / 作废发货单,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-020A16FE03E9,FBA,发货单,,FBA发货单发货,FBA发货单发货,/docs/FBA/SendGoods.md,POST,/erp/sc/storage/shipment/sendGoods,支持将已有的FBA发货单状态变更为“已发货”，并扣减发货仓库库存,1,FBA / 发货单 / FBA发货单发货,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-6E971E9E2A37,FBA,发货单,,删除发货单,删除发货单,/docs/Warehouse/DeleteFbaShipmentList.md,POST,/basicOpen/openapi/fbaShipment/deleteShipmentList,支持操作删除状态为待配货，待审批，待发货的发货单,1,FBA / 发货单 / 删除发货单,"Amazon, 仓库",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-C8A51960BF37,FBA,发货单,,发货单分配库存,发货单分配库存,/docs/FBA/ShipmentLockStock.md,POST,/erp/sc/routing/storage/shipment/lockStock,发货单分配库存,1,FBA / 发货单 / 发货单分配库存,"Amazon, 仓库",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-1E7F3D661CD9,FBA,发货单,,发货单创建接口结果查询,发货单创建接口结果查询,/docs/FBA/searchProcessResult.md,POST,/erp/sc/routing/storage/shipment/searchProcessResult,发货单创建接口结果查询,1,FBA / 发货单 / 发货单创建接口结果查询,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-336EA1296121,FBA,发货单,,发货单释放库存,发货单释放库存,/docs/FBA/outboundOrderReleaseStock.md,POST,/erp/sc/routing/storage/shipment/releaseStock,待发货状态的发货单，释放库存后，将流转为待配货状态。若已拣货/部分拣货，请确认线下已将对应产品上架至原仓位，以防库存错乱。,1,FBA / 发货单 / 发货单释放库存,"Amazon, 仓库, 产品, 销售",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-5ED414F8B846,FBA,发货单,,批量查询发货单详情,批量查询发货单详情,/docs/FBA/GetInboundShipmentListMwsDetailList.md,POST,/erp/sc/routing/storage/shipment/getInboundShipmentListMwsDetailList,批量查询发货单详情,1,FBA / 发货单 / 批量查询FBA发货单详情,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-45D95718F6DB,FBA,发货单,,更新发货单物流信息,更新发货单物流信息,/docs/FBA/updateListLogistics.md,POST,/erp/sc/routing/storage/shipment/updateListLogistics,用于更新发货单内的【物流信息】,2,FBA / 发货单 / 更新发货单物流信息,Amazon,,否,是,是,P2,否,无,,是,是,"data[].expected_arrival_date, data[].etd_date, data[].eta_date, data[].delivery_date, data[].actual_shipment_time",,按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-7F4CD53DF3FB,FBA,发货单,,更新发货单自定义成本,更新发货单自定义成本,/docs/FBA/UpdateCustomCost.md,POST,/erp/sc/routing/storage/shipment/updateCustomCost,更新发货单自定义成本,1,FBA / 发货单 / 更新发货单自定义成本,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-B6E739AA52D4,FBA,发货单,,查询发货单列表,查询发货单列表,/docs/FBA/GetInboundShipmentList.md,POST,/erp/sc/routing/storage/shipment/getInboundShipmentList,查询发货单列表,1,FBA / 发货单 / 查询FBA发货单列表,Amazon,,否,是,是,P2,否,offset/length,,是,是,"time_type, start_date, end_date",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-4EBAEE6FE781,FBA,发货单,,查询发货单详情,查询发货单详情,/docs/FBA/getInboundShipmentListMwsDetail.md,POST,/erp/sc/routing/storage/shipment/getInboundShipmentListMwsDetail,查询发货单详情,1,FBA / 发货单 / 查询FBA发货单详情,Amazon,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-A39F9B3A3F04,FBA,发货单,,生成已发货的发货单,生成已发货的发货单,/docs/FBA/CreateSendedOrder.md,POST,/erp/sc/storage/shipment/createSendedOrder,支持推送已发货的FBA发货单到领星ERP，并扣减发货仓库库存,1,FBA / 发货单 / 生成已发货的发货单,"Amazon, 仓库, 销售",,否,是,是,P2,否,其他,,否,是,"expected_arrival_date, etd_date, eta_date, delivery_date, actual_shipment_time",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-7975BA4E29DD,FBA,发货单,,生成待发货的发货单,生成待发货的发货单,/docs/FBA/createReadySendOrder.md,POST,/erp/sc/routing/storage/shipment/createReadySendOrder,生成待发货的发货单,1,FBA / 发货单 / 生成待发货的发货单,"Amazon, 销售",,否,是,是,P2,否,其他,,否,是,"expected_arrival_date, etd_date, eta_date, delivery_date, actual_shipment_time",,按店铺循环 + 按日期分段增量,删除,FBA 模块为非 Walmart 目标平台模块
LX-C24E09A786AA,FBA,发货单,,编辑发货单,编辑发货单,/docs/FBA/updateInboundShipmentListMws.md,POST,/erp/sc/routing/storage/shipment/updateInboundShipmentListMws,编辑发货单,1,FBA / 发货单 / 编辑发货单,Amazon,,否,是,是,P2,否,其他,,是,否,,,全量后分页,删除,FBA 模块为非 Walmart 目标平台模块
LX-961D3F6744BF,FBA,发货单,,获取发货单头程物流信息-其他费类型,获取发货单头程物流信息-其他费类型,/docs/FBA/GetHeadLogisticsFeeTypes.md,POST,/erp/sc/routing/fba/shipment/getHeadLogisticsFeeTypes,用于发货单新版头程物流信息创建其他费的枚举值,1,FBA / 发货单 / 获取发货单头程物流-其他费类型,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-914E18FBB348,FBA,发货单,,获取发货单头程物流信息-承运商信息,获取发货单头程物流信息-承运商信息,/docs/FBA/GetSeaTrackSupplierCarriers.md,POST,/erp/sc/routing/fba/shipment/getSeaTrackSupplierCarriers,用于发货单新版头程物流信息创建其他费,1,FBA / 发货单 / 获取发货单头程物流-承运商信息,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
LX-B6632DFC6552,FBA,发货计划,,FBA仓发货计划释放库存,FBA仓发货计划释放库存,/docs/FBA/FbaPlanStorageRelease.md,POST,/basicOpen/openapi/fba/releaseStorage,支持按发货计划单号批量释放库存，对应系统【FBA】发货计划库存处理。,1,FBA / 发货计划 / FBA仓发货计划释放库存,Amazon,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,删除,FBA 模块为非 Walmart 目标平台模块
